length,hostname_length,Special_Char_Count,HTTPS,urlDigits_ratio,hostnameDigits_ratio
45,18,8,0,0.044444444444444446,0.0
93,25,15,0,0.08602150537634409,0.0
64,27,11,1,0.203125,0.0
76,68,14,0,0.02631578947368421,0.0
64,32,12,0,0.0,0.0
52,31,9,1,0.11538461538461539,0.0
180,20,24,0,0.2388888888888889,0.0
121,22,23,1,0.0,0.0
101,25,19,0,0.07920792079207921,0.0
56,25,9,0,0.10714285714285714,0.0
47,26,9,0,0.06382978723404255,0.0
65,25,11,1,0.0,0.0
46,17,9,0,0.0,0.0
39,39,7,1,0.10256410256410256,0.10256410256410256
81,30,9,0,0.2716049382716049,0.0
36,36,8,1,0.0,0.0
52,26,9,0,0.057692307692307696,0.0
40,41,7,1,0.125,0.12195121951219512
88,30,15,0,0.056818181818181816,0.0
50,25,9,0,0.02,0.04
52,28,8,1,0.019230769230769232,0.0
141,57,9,1,0.2907801418439716,0.3333333333333333
123,29,19,0,0.0,0.0
49,18,8,1,0.04081632653061224,0.1111111111111111
66,29,9,1,0.0,0.0
51,23,11,0,0.0,0.0
29,30,5,0,0.06896551724137931,0.06666666666666667
111,37,16,0,0.0,0.0
218,20,20,0,0.3165137614678899,0.05
38,27,8,0,0.0,0.0
44,32,8,0,0.022727272727272728,0.0
45,34,7,1,0.0,0.0
41,23,9,0,0.024390243902439025,0.0
52,32,9,0,0.038461538461538464,0.0625
42,24,9,0,0.0,0.0
49,30,11,1,0.0,0.0
49,25,8,0,0.08163265306122448,0.0
51,34,7,1,0.0,0.0
92,23,17,0,0.0,0.0
139,36,18,1,0.03597122302158273,0.0
38,28,8,0,0.0,0.0
90,42,14,0,0.06666666666666667,0.0
55,46,7,0,0.05454545454545454,0.06521739130434782
88,29,11,0,0.22727272727272727,0.0
64,34,11,0,0.09375,0.0
396,76,75,0,0.18686868686868688,0.14473684210526316
69,26,12,0,0.057971014492753624,0.0
41,23,10,0,0.3170731707317073,0.5217391304347826
97,34,15,1,0.0,0.0
33,23,6,1,0.09090909090909091,0.08695652173913043
33,34,5,0,0.12121212121212122,0.11764705882352941
41,32,8,0,0.04878048780487805,0.0625
101,36,14,0,0.1188118811881188,0.0
25,23,6,0,0.04,0.043478260869565216
47,22,8,0,0.0,0.0
51,39,7,0,0.09803921568627451,0.1282051282051282
56,37,9,0,0.05357142857142857,0.02702702702702703
86,27,14,0,0.023255813953488372,0.0
56,22,10,0,0.19642857142857142,0.5
55,25,10,0,0.01818181818181818,0.0
74,23,15,1,0.14864864864864866,0.0
43,15,7,0,0.0,0.0
42,21,9,0,0.2619047619047619,0.47619047619047616
92,26,12,0,0.22826086956521738,0.0
189,59,24,0,0.19576719576719576,0.1016949152542373
82,38,15,0,0.036585365853658534,0.05263157894736842
43,25,8,0,0.0,0.0
43,26,7,1,0.0,0.0
103,32,15,0,0.11650485436893204,0.0
46,27,8,1,0.0,0.0
68,45,9,0,0.0,0.0
51,51,6,0,0.0,0.0
22,23,5,0,0.18181818181818182,0.17391304347826086
48,35,11,0,0.0,0.0
36,23,8,1,0.0,0.0
64,23,13,0,0.0,0.0
39,30,9,0,0.0,0.0
40,26,8,0,0.0,0.0
61,36,10,1,0.0,0.0
73,37,12,1,0.1643835616438356,0.10810810810810811
71,26,10,1,0.2112676056338028,0.0
59,23,7,0,0.288135593220339,0.0
103,25,16,1,0.04854368932038835,0.0
47,30,8,1,0.0,0.0
124,58,18,0,0.1532258064516129,0.0
65,22,12,0,0.0,0.0
254,38,11,1,0.18110236220472442,0.39473684210526316
45,45,9,0,0.06666666666666667,0.06666666666666667
53,53,11,0,0.09433962264150944,0.09433962264150944
122,37,19,1,0.08196721311475409,0.0
140,34,27,0,0.2571428571428571,0.0
46,46,9,0,0.021739130434782608,0.021739130434782608
33,23,7,0,0.0,0.0
86,36,8,1,0.3023255813953488,0.0
62,27,10,1,0.04838709677419355,0.0
62,25,13,0,0.016129032258064516,0.0
61,26,11,0,0.06557377049180328,0.0
72,46,13,0,0.08333333333333333,0.13043478260869565
72,32,13,1,0.0,0.0
42,33,7,0,0.0,0.0
67,26,11,0,0.04477611940298507,0.0
50,22,9,0,0.2,0.0
140,42,18,1,0.07142857142857142,0.16666666666666666
50,40,10,0,0.0,0.0
56,27,10,0,0.0,0.0
84,26,15,0,0.023809523809523808,0.0
121,29,22,1,0.04132231404958678,0.0
98,28,12,0,0.07142857142857142,0.0
158,22,24,0,0.08227848101265822,0.0
40,35,7,0,0.0,0.0
54,22,6,0,0.24074074074074073,0.0
66,37,10,0,0.0,0.0
73,50,14,1,0.0410958904109589,0.06
47,25,7,1,0.0,0.0
125,28,18,0,0.0,0.0
40,33,9,1,0.0,0.0
37,22,6,1,0.0,0.0
123,25,20,0,0.13821138211382114,0.0
72,23,11,0,0.0,0.0
22,23,6,0,0.0,0.0
46,29,9,0,0.0,0.0
57,32,9,0,0.0,0.0
70,40,10,0,0.04285714285714286,0.0
88,30,16,0,0.045454545454545456,0.0
52,30,8,0,0.0,0.0
75,24,11,1,0.0,0.0
36,22,8,0,0.027777777777777776,0.045454545454545456
89,21,18,0,0.06741573033707865,0.0
68,45,14,0,0.08823529411764706,0.13333333333333333
56,19,12,0,0.0,0.0
138,27,10,0,0.06521739130434782,0.0
49,32,9,1,0.0,0.0
72,49,14,1,0.08333333333333333,0.12244897959183673
52,35,8,0,0.0,0.0
31,27,7,0,0.0,0.0
73,16,13,0,0.0,0.0
51,28,7,1,0.13725490196078433,0.0
68,37,12,1,0.0,0.0
138,15,22,0,0.028985507246376812,0.0
108,25,16,0,0.0,0.0
45,21,8,0,0.0,0.0
106,25,19,0,0.3018867924528302,0.0
160,28,27,0,0.2625,0.0
20,21,6,0,0.0,0.0
83,54,14,1,0.20481927710843373,0.3148148148148148
99,24,15,0,0.0,0.0
29,23,5,0,0.06896551724137931,0.0
52,22,8,1,0.019230769230769232,0.045454545454545456
49,26,9,0,0.04081632653061224,0.0
81,35,12,0,0.024691358024691357,0.0
132,25,12,1,0.045454545454545456,0.0
32,20,8,0,0.0,0.0
31,20,7,0,0.0,0.0
52,23,8,0,0.0,0.0
46,34,7,1,0.17391304347826086,0.23529411764705882
55,45,11,1,0.05454545454545454,0.06666666666666667
98,19,6,0,0.12244897959183673,0.0
29,20,6,0,0.10344827586206896,0.15
106,26,16,0,0.1509433962264151,0.0
37,26,6,0,0.0,0.0
136,25,20,0,0.029411764705882353,0.0
36,29,6,0,0.027777777777777776,0.0
54,24,9,1,0.05555555555555555,0.0
50,26,10,1,0.02,0.038461538461538464
75,35,8,0,0.25333333333333335,0.0
64,24,6,0,0.296875,0.0
62,19,13,0,0.04838709677419355,0.0
221,21,32,0,0.2081447963800905,0.0
65,28,11,0,0.03076923076923077,0.0
72,54,14,1,0.1111111111111111,0.14814814814814814
28,23,6,1,0.0,0.0
77,48,7,0,0.0,0.0
84,26,16,1,0.07142857142857142,0.0
28,29,6,0,0.07142857142857142,0.06896551724137931
96,18,12,0,0.0,0.0
49,30,8,0,0.0,0.0
56,22,11,1,0.0,0.0
69,23,14,0,0.07246376811594203,0.0
41,41,8,0,0.12195121951219512,0.12195121951219512
67,35,10,0,0.05970149253731343,0.0
56,46,9,1,0.0,0.0
37,19,8,1,0.0,0.0
21,15,6,1,0.0,0.0
63,45,11,0,0.0,0.0
29,16,7,0,0.034482758620689655,0.0625
35,28,7,0,0.0,0.0
84,67,14,1,0.047619047619047616,0.05970149253731343
125,35,20,1,0.088,0.0
95,21,16,0,0.0,0.0
51,34,8,0,0.0,0.0
51,25,8,0,0.0,0.0
32,32,8,1,0.0,0.0
111,25,17,0,0.0,0.0
75,27,11,1,0.0,0.0
41,33,6,0,0.0,0.0
52,26,9,0,0.0,0.0
44,25,8,0,0.13636363636363635,0.0
34,33,7,1,0.0,0.0
86,22,18,0,0.08139534883720931,0.0
33,25,8,1,0.15151515151515152,0.0
61,28,7,0,0.2786885245901639,0.0
262,221,21,1,0.14885496183206107,0.15384615384615385
40,30,7,1,0.075,0.1
88,23,15,1,0.045454545454545456,0.0
87,30,16,1,0.0,0.0
161,25,27,1,0.0,0.0
54,27,11,0,0.018518518518518517,0.0
21,22,4,0,0.09523809523809523,0.09090909090909091
68,19,14,0,0.07352941176470588,0.0
43,25,9,0,0.0,0.0
501,33,26,0,0.1437125748502994,0.0
61,38,12,1,0.01639344262295082,0.02631578947368421
37,28,7,0,0.02702702702702703,0.0
88,22,17,0,0.0,0.0
39,16,8,1,0.0,0.0
43,22,9,1,0.0,0.0
70,32,11,0,0.05714285714285714,0.0
73,32,11,0,0.0,0.0
23,19,6,0,0.0,0.0
43,30,6,1,0.0,0.0
48,26,9,0,0.08333333333333333,0.0
40,21,7,0,0.0,0.0
29,15,5,1,0.0,0.0
84,30,14,1,0.0,0.0
33,34,6,0,0.0,0.0
71,30,12,1,0.0,0.0
75,25,13,1,0.08,0.0
41,26,8,0,0.0,0.0
35,23,7,1,0.2,0.0
106,33,19,1,0.05660377358490566,0.0
70,26,11,0,0.02857142857142857,0.0
33,32,7,1,0.09090909090909091,0.09375
131,62,20,0,0.12213740458015267,0.0
35,26,7,0,0.02857142857142857,0.038461538461538464
33,26,8,1,0.12121212121212122,0.0
46,22,7,0,0.0,0.0
43,37,7,0,0.0,0.0
72,22,10,1,0.18055555555555555,0.0
55,31,8,1,0.0,0.0
50,23,9,0,0.12,0.0
34,35,6,0,0.0,0.0
76,58,10,0,0.06578947368421052,0.0
271,33,53,0,0.22509225092250923,0.0
62,22,10,0,0.08064516129032258,0.0
40,21,8,0,0.0,0.0
56,19,10,0,0.017857142857142856,0.0
62,63,6,0,0.03225806451612903,0.031746031746031744
33,33,8,1,0.0,0.0
109,32,17,1,0.0,0.0
142,24,27,0,0.056338028169014086,0.0
64,32,10,1,0.140625,0.0
47,24,7,1,0.0,0.0
43,24,8,0,0.16279069767441862,0.0
164,29,20,0,0.13414634146341464,0.0
80,24,16,0,0.0,0.0
52,23,8,1,0.07692307692307693,0.0
60,26,11,1,0.0,0.0
104,25,17,1,0.04807692307692308,0.0
53,32,9,0,0.03773584905660377,0.0
46,24,10,0,0.0,0.0
54,26,9,0,0.24074074074074073,0.11538461538461539
47,47,6,0,0.0,0.0
84,21,13,0,0.0,0.0
58,33,10,1,0.05172413793103448,0.09090909090909091
77,67,14,1,0.05194805194805195,0.05970149253731343
74,74,11,0,0.0,0.0
79,33,13,0,0.10126582278481013,0.0
43,43,9,0,0.0,0.0
93,29,18,0,0.010752688172043012,0.0
160,29,19,0,0.1,0.0
23,19,5,1,0.0,0.0
64,22,12,0,0.03125,0.0
80,21,15,0,0.0,0.0
61,27,11,0,0.01639344262295082,0.0
75,27,12,1,0.0,0.0
46,32,8,0,0.0,0.0
48,31,11,0,0.20833333333333334,0.1935483870967742
66,28,10,1,0.06060606060606061,0.0
25,20,5,1,0.04,0.0
44,30,8,0,0.045454545454545456,0.06666666666666667
46,20,8,1,0.0,0.0
56,23,11,0,0.0,0.0
39,29,7,0,0.1282051282051282,0.0
23,18,6,0,0.043478260869565216,0.05555555555555555
35,18,7,0,0.0,0.0
85,69,9,0,0.25882352941176473,0.3188405797101449
78,32,10,0,0.0,0.0
48,33,8,1,0.0,0.0
55,21,10,0,0.0,0.0
18,18,5,0,0.0,0.0
129,14,25,0,0.12403100775193798,0.0
98,22,16,0,0.2857142857142857,0.5
37,23,8,0,0.0,0.0
132,63,20,1,0.14393939393939395,0.0
82,23,12,0,0.0,0.0
19,20,5,1,0.0,0.0
25,25,7,1,0.0,0.0
59,29,11,0,0.06779661016949153,0.0
61,39,8,0,0.0,0.0
108,25,19,0,0.07407407407407407,0.0
72,22,12,0,0.027777777777777776,0.09090909090909091
46,32,8,0,0.0,0.0
48,44,11,0,0.020833333333333332,0.0
36,24,6,0,0.0,0.0
48,36,9,1,0.0,0.0
39,27,7,1,0.05128205128205128,0.0
156,23,19,0,0.14743589743589744,0.0
36,36,6,0,0.0,0.0
33,33,6,0,0.06060606060606061,0.06060606060606061
99,24,17,1,0.08080808080808081,0.041666666666666664
58,38,9,0,0.0,0.0
49,26,10,0,0.02040816326530612,0.0
84,25,14,0,0.09523809523809523,0.0
105,25,19,0,0.0,0.0
38,20,7,0,0.07894736842105263,0.0
32,26,6,1,0.0,0.0
66,24,12,1,0.09090909090909091,0.0
140,39,20,0,0.007142857142857143,0.0
106,29,18,1,0.16037735849056603,0.0
77,16,14,0,0.0,0.0
126,24,28,0,0.10317460317460317,0.0
147,22,27,1,0.04081632653061224,0.0
33,23,8,0,0.030303030303030304,0.0
92,22,16,0,0.2717391304347826,0.0
67,45,9,1,0.0,0.0
27,22,6,0,0.0,0.0
248,22,35,0,0.23790322580645162,0.0
45,45,10,1,0.06666666666666667,0.06666666666666667
80,31,14,0,0.025,0.0
79,42,11,0,0.0,0.0
55,55,8,0,0.2545454545454545,0.2545454545454545
70,25,10,1,0.02857142857142857,0.0
67,26,12,0,0.0,0.0
28,25,6,1,0.03571428571428571,0.0
77,23,12,0,0.0,0.0
38,34,9,1,0.07894736842105263,0.08823529411764706
54,26,10,1,0.0,0.0
27,19,7,0,0.0,0.0
62,30,9,0,0.04838709677419355,0.1
80,25,14,0,0.0625,0.0
45,18,9,0,0.0,0.0
648,27,35,1,0.2037037037037037,0.0
70,25,13,0,0.014285714285714285,0.0
41,23,9,0,0.024390243902439025,0.043478260869565216
38,28,7,1,0.07894736842105263,0.0
109,36,13,1,0.027522935779816515,0.0
65,48,11,1,0.3076923076923077,0.4166666666666667
37,26,9,1,0.05405405405405406,0.0
227,31,19,1,0.31718061674008813,0.0
44,34,7,1,0.06818181818181818,0.08823529411764706
68,26,12,1,0.0,0.0
55,46,9,1,0.0,0.0
82,20,18,0,0.0,0.0
73,22,12,1,0.0,0.0
148,40,26,1,0.10810810810810811,0.0
72,31,13,0,0.19444444444444445,0.0
59,23,9,1,0.1016949152542373,0.0
41,21,10,0,0.07317073170731707,0.0
36,21,8,0,0.0,0.0
55,26,10,0,0.01818181818181818,0.0
34,34,7,1,0.029411764705882353,0.029411764705882353
38,30,7,0,0.0,0.0
53,30,9,0,0.0,0.0
78,23,13,0,0.07692307692307693,0.0
74,27,11,0,0.0,0.0
59,50,10,0,0.01694915254237288,0.02
69,24,12,1,0.0,0.0
74,26,9,1,0.10810810810810811,0.0
89,24,22,0,0.0449438202247191,0.0
44,45,5,0,0.0,0.0
56,16,8,1,0.14285714285714285,0.0625
115,61,17,0,0.034782608695652174,0.0
61,25,10,1,0.09836065573770492,0.0
50,21,11,0,0.2,0.47619047619047616
80,25,15,1,0.0125,0.0
129,82,13,1,0.3178294573643411,0.4268292682926829
86,36,14,1,0.023255813953488372,0.0
38,20,8,0,0.10526315789473684,0.0
202,19,16,0,0.33663366336633666,0.0
129,62,20,0,0.14728682170542637,0.0
63,35,14,0,0.1111111111111111,0.0
24,16,6,0,0.0,0.0
86,26,19,1,0.0,0.0
58,24,10,0,0.034482758620689655,0.0
44,35,9,0,0.0,0.0
38,28,6,1,0.0,0.0
37,26,6,1,0.0,0.0
76,76,14,0,0.14473684210526316,0.14473684210526316
22,17,6,0,0.0,0.0
64,22,11,0,0.0,0.0
76,29,13,0,0.013157894736842105,0.0
203,23,34,1,0.059113300492610835,0.0
56,30,11,0,0.0,0.0
55,24,8,0,0.34545454545454546,0.0
24,24,6,0,0.08333333333333333,0.08333333333333333
63,41,12,0,0.047619047619047616,0.07317073170731707
47,36,7,0,0.0,0.0
181,36,21,0,0.1270718232044199,0.0
84,28,10,0,0.25,0.0
46,21,10,0,0.0,0.0
219,21,20,1,0.4063926940639269,0.047619047619047616
81,20,15,0,0.08641975308641975,0.0
64,21,12,0,0.0,0.0
57,28,11,0,0.0,0.0
54,46,11,0,0.0,0.0
39,23,7,0,0.0,0.0
46,25,10,0,0.0,0.0
42,19,8,0,0.0,0.0
56,23,7,0,0.32142857142857145,0.0
70,44,8,0,0.0,0.0
106,30,17,0,0.04716981132075472,0.0
39,26,6,1,0.0,0.0
17,14,5,0,0.11764705882352941,0.0
99,24,12,1,0.08080808080808081,0.0
48,16,8,1,0.10416666666666667,0.0625
125,47,12,1,0.0,0.0
50,22,10,0,0.0,0.0
30,22,7,1,0.0,0.0
41,32,7,0,0.0,0.0
65,42,9,1,0.0,0.0
51,22,9,0,0.0,0.0
54,34,11,0,0.12962962962962962,0.14705882352941177
76,20,14,0,0.039473684210526314,0.0
60,30,9,0,0.03333333333333333,0.0
100,46,14,0,0.0,0.0
41,16,9,0,0.14634146341463414,0.0
28,22,7,0,0.0,0.0
58,35,9,0,0.0,0.0
108,53,13,1,0.06481481481481481,0.1320754716981132
63,25,11,1,0.15873015873015872,0.0
48,31,10,0,0.0,0.0
79,29,13,0,0.0,0.0
63,24,13,0,0.09523809523809523,0.0
67,35,10,1,0.0,0.0
113,40,12,0,0.2743362831858407,0.35
99,46,11,1,0.2727272727272727,0.0
99,24,11,1,0.0707070707070707,0.0
47,26,9,1,0.0,0.0
32,30,7,0,0.0,0.0
118,50,17,0,0.1864406779661017,0.0
169,23,34,1,0.023668639053254437,0.0
76,29,11,1,0.0,0.0
36,21,6,1,0.0,0.0
54,29,10,0,0.0,0.0
70,24,13,0,0.07142857142857142,0.20833333333333334
47,16,9,1,0.06382978723404255,0.0625
52,21,8,0,0.09615384615384616,0.0
60,28,11,0,0.0,0.0
112,21,18,0,0.017857142857142856,0.0
56,28,10,0,0.10714285714285714,0.0
51,30,9,0,0.19607843137254902,0.1
87,21,12,0,0.26436781609195403,0.0
97,27,18,0,0.20618556701030927,0.0
55,28,9,0,0.03636363636363636,0.03571428571428571
38,21,9,0,0.0,0.0
30,27,6,0,0.3333333333333333,0.37037037037037035
32,20,6,1,0.0,0.0
46,26,9,1,0.021739130434782608,0.038461538461538464
47,42,7,1,0.0,0.0
97,24,15,0,0.0,0.0
47,20,11,0,0.23404255319148937,0.0
186,28,31,0,0.3118279569892473,0.0
220,22,16,0,0.36363636363636365,0.5
60,60,6,1,0.0,0.0
120,23,14,0,0.19166666666666668,0.0
74,37,13,1,0.12162162162162163,0.0
56,25,9,0,0.05357142857142857,0.0
70,29,10,0,0.0,0.0
78,22,9,0,0.19230769230769232,0.0
61,22,10,0,0.0,0.0
54,35,7,1,0.0,0.0
47,37,7,0,0.06382978723404255,0.08108108108108109
41,37,8,0,0.0,0.0
319,25,44,1,0.3542319749216301,0.0
93,30,14,1,0.08602150537634409,0.0
67,23,11,0,0.07462686567164178,0.0
65,44,12,0,0.0,0.0
48,44,11,1,0.020833333333333332,0.0
44,19,8,0,0.0,0.0
46,31,8,1,0.021739130434782608,0.0
42,42,9,1,0.0,0.0
72,18,11,0,0.19444444444444445,0.0
73,25,15,1,0.1095890410958904,0.0
26,19,6,0,0.0,0.0
69,28,11,0,0.0,0.0
69,27,12,0,0.0,0.0
91,29,13,1,0.07692307692307693,0.0
89,89,13,0,0.24719101123595505,0.24719101123595505
34,32,8,1,0.058823529411764705,0.0625
85,26,13,0,0.03529411764705882,0.0
108,25,22,0,0.0,0.0
30,31,4,0,0.0,0.0
51,24,12,1,0.0,0.0
55,36,9,0,0.07272727272727272,0.1111111111111111
67,63,7,1,0.0,0.0
86,29,11,0,0.4186046511627907,0.0
42,27,9,0,0.023809523809523808,0.0
141,38,18,1,0.028368794326241134,0.0
37,37,8,1,0.0,0.0
80,23,15,1,0.05,0.0
40,40,6,1,0.075,0.075
34,27,8,1,0.0,0.0
31,26,6,0,0.1935483870967742,0.23076923076923078
91,23,17,0,0.13186813186813187,0.5217391304347826
55,23,9,1,0.0,0.0
60,50,11,0,0.06666666666666667,0.08
72,22,9,0,0.18055555555555555,0.0
46,30,7,0,0.0,0.0
53,53,10,0,0.0,0.0
48,29,9,1,0.125,0.0
83,25,12,1,0.08433734939759036,0.0
67,20,16,1,0.16417910447761194,0.1
49,28,9,0,0.0,0.0
133,34,22,1,0.06766917293233082,0.0
93,27,17,1,0.0,0.0
51,43,9,0,0.27450980392156865,0.32558139534883723
46,31,9,0,0.0,0.0
115,34,16,0,0.02608695652173913,0.0
80,28,13,1,0.0125,0.0
266,36,14,0,0.13533834586466165,0.08333333333333333
261,220,21,1,0.1839080459770115,0.19545454545454546
64,26,12,0,0.0,0.0
57,21,11,0,0.03508771929824561,0.0
74,39,11,1,0.0,0.0
138,25,19,0,0.028985507246376812,0.0
29,21,8,0,0.0,0.0
77,31,13,1,0.07792207792207792,0.0
52,31,8,1,0.0,0.0
72,23,12,0,0.0,0.0
90,28,11,1,0.24444444444444444,0.0
79,22,10,0,0.189873417721519,0.0
210,19,18,0,0.41904761904761906,0.0
41,41,7,1,0.024390243902439025,0.024390243902439025
56,28,10,0,0.0,0.0
33,21,6,1,0.030303030303030304,0.047619047619047616
36,36,5,0,0.0,0.0
123,24,10,0,0.2845528455284553,0.0
72,24,14,0,0.09722222222222222,0.0
33,23,6,1,0.15151515151515152,0.13043478260869565
52,33,8,0,0.0,0.0
49,32,7,0,0.0,0.0
60,34,10,0,0.0,0.0
34,26,7,1,0.0,0.0
64,30,13,0,0.125,0.0
55,31,9,0,0.0,0.0
52,32,9,0,0.07692307692307693,0.09375
552,34,68,1,0.358695652173913,0.0
83,23,15,1,0.012048192771084338,0.0
98,30,13,0,0.0,0.0
25,20,7,0,0.08,0.0
46,33,7,0,0.13043478260869565,0.18181818181818182
50,29,8,0,0.08,0.0
58,26,9,1,0.06896551724137931,0.0
36,22,10,0,0.0,0.0
34,23,8,1,0.0,0.0
69,32,15,1,0.014492753623188406,0.0
68,30,12,0,0.0,0.0
44,31,8,0,0.0,0.0
32,32,6,1,0.1875,0.1875
32,26,7,0,0.0,0.0
43,29,7,0,0.046511627906976744,0.06896551724137931
19,20,5,1,0.0,0.0
59,37,8,1,0.0,0.0
154,22,11,0,0.006493506493506494,0.0
102,23,12,0,0.16666666666666666,0.0
53,28,12,1,0.03773584905660377,0.0
103,24,19,0,0.06796116504854369,0.0
95,30,13,0,0.0,0.0
75,31,13,0,0.013333333333333334,0.0
79,28,11,0,0.0759493670886076,0.0
76,25,17,0,0.10526315789473684,0.0
79,22,16,0,0.08860759493670886,0.0
34,25,8,0,0.0,0.0
119,24,22,0,0.03361344537815126,0.0
70,25,10,0,0.0,0.0
66,36,9,0,0.0,0.0
94,29,15,0,0.0,0.0
43,32,7,0,0.09302325581395349,0.09375
50,39,7,0,0.0,0.0
84,52,6,1,0.5119047619047619,0.4423076923076923
69,36,11,0,0.043478260869565216,0.0
65,30,12,0,0.0,0.0
38,20,8,0,0.18421052631578946,0.0
38,29,9,0,0.10526315789473684,0.13793103448275862
55,24,10,0,0.0,0.0
66,36,10,1,0.015151515151515152,0.0
92,26,12,1,0.14130434782608695,0.0
203,18,15,1,0.39408866995073893,0.0
46,24,7,0,0.0,0.0
122,19,24,0,0.1557377049180328,0.0
67,25,11,1,0.0,0.0
123,55,18,1,0.17886178861788618,0.0
38,19,8,0,0.02631578947368421,0.0
49,32,8,1,0.0,0.0
44,30,7,0,0.045454545454545456,0.06666666666666667
121,45,14,0,0.15702479338842976,0.0
27,27,5,0,0.0,0.0
172,52,26,1,0.10465116279069768,0.11538461538461539
611,30,11,1,0.11620294599018004,0.0
54,30,8,0,0.1111111111111111,0.0
114,34,15,0,0.2543859649122807,0.0
66,24,13,0,0.10606060606060606,0.0
43,35,8,0,0.11627906976744186,0.14285714285714285
54,21,10,0,0.09259259259259259,0.0
48,16,6,1,0.1875,0.0625
109,25,23,0,0.0,0.0
49,49,6,1,0.0,0.0
33,23,6,1,0.24242424242424243,0.21739130434782608
104,21,20,0,0.07692307692307693,0.0
61,31,11,0,0.0,0.0
55,32,10,0,0.0,0.0
44,35,8,0,0.0,0.0
59,25,12,0,0.0,0.0
24,13,5,0,0.0,0.0
64,36,10,0,0.109375,0.19444444444444445
43,33,8,1,0.0,0.0
72,39,9,0,0.0,0.0
61,21,13,1,0.11475409836065574,0.0
60,35,10,0,0.0,0.0
72,20,15,0,0.1111111111111111,0.0
103,23,13,0,0.1553398058252427,0.0
55,38,9,0,0.03636363636363636,0.05263157894736842
51,34,10,0,0.0,0.0
63,63,11,0,0.0,0.0
53,26,11,0,0.1509433962264151,0.0
52,24,9,0,0.11538461538461539,0.0
68,46,8,0,0.0,0.0
72,36,9,0,0.0,0.0
208,33,25,1,0.40865384615384615,0.0
83,22,15,1,0.07228915662650602,0.0
70,47,14,1,0.0,0.0
54,29,9,0,0.0,0.0
56,27,10,1,0.0,0.0
61,28,13,0,0.01639344262295082,0.0
61,39,11,1,0.03278688524590164,0.05128205128205128
60,24,13,0,0.0,0.0
75,23,8,1,0.25333333333333335,0.0
67,29,12,1,0.014925373134328358,0.034482758620689655
73,34,10,0,0.0,0.0
60,24,11,0,0.05,0.125
79,27,13,0,0.0,0.0
66,28,9,0,0.0,0.0
62,21,13,0,0.016129032258064516,0.0
27,27,6,0,0.14814814814814814,0.14814814814814814
36,27,6,1,0.0,0.0
47,27,9,0,0.0,0.0
183,46,28,1,0.24043715846994534,0.043478260869565216
97,26,18,1,0.05154639175257732,0.0
110,25,19,0,0.0,0.0
64,30,10,1,0.0,0.0
51,25,10,0,0.0,0.0
41,28,7,0,0.04878048780487805,0.07142857142857142
32,17,7,0,0.0,0.0
1641,31,73,1,0.16270566727605118,0.0
92,28,11,0,0.34782608695652173,0.0
54,27,7,0,0.0,0.0
44,26,9,0,0.0,0.0
27,20,5,1,0.037037037037037035,0.0
76,57,14,0,0.02631578947368421,0.03508771929824561
55,23,9,0,0.0,0.0
37,21,8,0,0.0,0.0
67,31,9,1,0.04477611940298507,0.0
49,25,10,1,0.0,0.0
71,26,13,0,0.15492957746478872,0.0
36,36,6,1,0.027777777777777776,0.027777777777777776
47,27,9,1,0.0851063829787234,0.0
41,23,9,0,0.24390243902439024,0.0
63,39,8,0,0.0,0.0
43,20,11,0,0.023255813953488372,0.0
32,32,5,1,0.0,0.0
82,31,15,1,0.2682926829268293,0.0967741935483871
45,21,7,0,0.022222222222222223,0.047619047619047616
87,33,12,1,0.06896551724137931,0.0
66,35,9,1,0.10606060606060606,0.0
31,22,5,0,0.0,0.0
62,24,13,1,0.24193548387096775,0.0
126,32,18,1,0.07936507936507936,0.0
50,29,9,1,0.12,0.0
121,32,14,0,0.23140495867768596,0.0
72,25,11,0,0.013888888888888888,0.0
91,24,16,0,0.06593406593406594,0.0
260,20,13,1,0.14615384615384616,0.0
90,32,14,1,0.05555555555555555,0.0
35,33,6,0,0.0,0.0
43,44,5,0,0.0,0.0
56,22,12,0,0.08928571428571429,0.045454545454545456
103,38,13,1,0.04854368932038835,0.0
66,16,11,0,0.15151515151515152,0.0
44,44,7,0,0.0,0.0
62,30,9,0,0.0,0.0
32,23,7,0,0.0,0.0
121,29,21,0,0.371900826446281,0.0
68,29,12,0,0.014705882352941176,0.034482758620689655
97,19,18,0,0.29896907216494845,0.0
94,15,15,0,0.02127659574468085,0.0
263,28,23,0,0.3193916349809886,0.0
60,26,12,1,0.03333333333333333,0.0
39,25,10,0,0.02564102564102564,0.0
22,22,6,0,0.09090909090909091,0.09090909090909091
47,33,7,0,0.02127659574468085,0.030303030303030304
119,22,10,0,0.48739495798319327,0.09090909090909091
88,26,16,1,0.0,0.0
40,20,8,0,0.025,0.0
51,19,9,1,0.0392156862745098,0.0
88,22,16,0,0.17045454545454544,0.5
44,27,9,0,0.0,0.0
58,27,11,0,0.0,0.0
31,25,5,1,0.03225806451612903,0.0
71,35,11,0,0.0,0.0
69,35,11,0,0.10144927536231885,0.0
34,26,8,0,0.029411764705882353,0.0
67,23,13,1,0.05970149253731343,0.0
42,20,9,1,0.0,0.0
64,28,11,1,0.0,0.0
36,37,6,0,0.05555555555555555,0.05405405405405406
46,27,9,1,0.0,0.0
62,27,12,0,0.0,0.0
